agent_slug,tier,seed,day,bank,hands_hired_today,quadrants_owned,tiles_crop,tiles_pasture,tiles_coop,tiles_empty,tiles_weed,animals_alive,shed_items,price_wheat,price_melon,price_milk,price_wool
fallow_finn,0,7001,17,3000,0,1,0,0,0,25,0,0,0,37,284,255,246
fallow_finn,0,7001,18,3000,0,1,0,0,0,25,0,0,0,38,285,259,247
fallow_finn,0,7001,19,3000,0,1,0,0,0,25,0,0,0,39,286,262,248
fallow_finn,0,7001,20,3000,0,1,0,0,0,25,0,0,0,40,287,267,248
fallow_finn,0,7001,21,3000,0,1,0,0,0,25,0,0,0,41,288,273,249
fallow_finn,0,7001,22,3000,0,1,0,0,0,25,0,0,0,42,288,279,249
fallow_finn,0,7001,23,3000,0,1,0,0,0,25,0,0,0,43,289,285,250
fallow_finn,0,7001,24,3000,0,1,0,0,0,25,0,0,0,44,290,292,250
fallow_finn,0,7001,25,3000,0,1,0,0,0,25,0,0,0,45,291,299,251
fallow_finn,0,7001,26,3000,0,1,0,0,0,25,0,0,0,46,291,306,251
fallow_finn,0,7001,27,3000,0,1,0,0,0,25,0,0,0,46,292,313,252
fallow_finn,0,7001,28,3000,0,1,0,0,0,25,0,0,0,47,293,319,252
fallow_finn,0,7001,29,3000,0,1,0,0,0,25,0,0,0,48,293,325,252
fallow_finn,0,7002,0,3000,0,1,0,0,0,25,0,0,0,26,256,169,206
fallow_finn,0,7002,1,3000,0,1,0,0,0,25,0,0,0,27,262,175,212
fallow_finn,0,7002,2,3000,0,1,0,0,0,25,0,0,0,27,266,179,215
fallow_finn,0,7002,3,3000,0,1,0,0,0,25,0,0,0,28,268,183,218
fallow_finn,0,7002,4,3000,0,1,0,0,0,25,0,0,0,28,270,186,220
fallow_finn,0,7002,5,3000,0,1,0,0,0,25,0,0,0,28,272,189,221
fallow_finn,0,7002,6,3000,0,1,0,0,0,25,0,0,0,29,273,195,223
fallow_finn,0,7002,7,3000,0,1,0,0,0,25,0,0,0,30,274,203,224
fallow_finn,0,7002,8,3000,0,1,0,0,0,25,0,0,0,31,275,209,225
fallow_finn,0,7002,9,3000,0,1,0,0,0,25,0,0,0,32,276,215,226
fallow_finn,0,7002,10,3000,0,1,0,0,0,25,0,0,0,33,277,221,227
fallow_finn,0,7002,11,3000,0,1,0,0,0,25,0,0,0,34,279,227,228
fallow_finn,0,7002,12,3000,0,1,0,0,0,25,0,0,0,34,280,234,229
fallow_finn,0,7002,13,3000,0,1,0,0,0,25,0,0,0,35,281,242,230
fallow_finn,0,7002,14,3000,0,1,0,0,0,25,0,0,0,36,282,249,231
fallow_finn,0,7002,15,3000,0,1,0,0,0,25,0,0,0,37,283,255,232
fallow_finn,0,7002,16,3000,0,1,0,0,0,25,0,0,0,38,284,261,233
fallow_finn,0,7002,17,3000,0,1,0,0,0,25,0,0,0,39,284,267,234
fallow_finn,0,7002,18,3000,0,1,0,0,0,25,0,0,0,39,285,274,234
fallow_finn,0,7002,19,3000,0,1,0,0,0,25,0,0,0,40,286,281,235
fallow_finn,0,7002,20,3000,0,1,0,0,0,25,0,0,0,41,287,288,236
fallow_finn,0,7002,21,3000,0,1,0,0,0,25,0,0,0,42,288,295,237
fallow_finn,0,7002,22,3000,0,1,0,0,0,25,0,0,0,43,288,303,239
fallow_finn,0,7002,23,3000,0,1,0,0,0,25,0,0,0,44,289,309,241
fallow_finn,0,7002,24,3000,0,1,0,0,0,25,0,0,0,45,290,316,242
fallow_finn,0,7002,25,3000,0,1,0,0,0,25,0,0,0,46,291,322,243
fallow_finn,0,7002,26,3000,0,1,0,0,0,25,0,0,0,47,291,328,244
fallow_finn,0,7002,27,3000,0,1,0,0,0,25,0,0,0,48,292,334,245
fallow_finn,0,7002,28,3000,0,1,0,0,0,25,0,0,0,48,293,339,246
fallow_finn,0,7002,29,3000,0,1,0,0,0,25,0,0,0,49,293,345,247
wheat_walter,1,7000,0,2890,0,1,3,0,0,22,0,0,0,26,256,169,206
wheat_walter,1,7000,1,2860,0,1,6,0,0,19,0,0,0,27,262,175,212
wheat_walter,1,7000,2,2840,0,1,7,0,0,17,1,0,0,27,266,179,215
wheat_walter,1,7000,3,2894,0,1,6,0,0,18,1,0,0,28,268,183,218
wheat_walter,1,7000,4,2950,0,1,5,0,0,19,1,0,0,29,270,186,220
wheat_walter,1,7000,5,3370,0,1,3,0,0,21,1,0,0,27,272,189,221
wheat_walter,1,7000,6,3424,0,1,6,0,0,18,1,0,0,28,273,191,223
wheat_walter,1,7000,7,3414,0,1,7,0,0,17,1,0,0,29,274,194,224
wheat_walter,1,7000,8,3474,0,1,6,0,0,18,1,0,0,30,275,196,225
wheat_walter,1,7000,9,3534,0,1,5,0,0,18,2,0,0,31,276,201,226
wheat_walter,1,7000,10,3988,0,1,3,0,0,20,2,0,0,30,277,208,227
wheat_walter,1,7000,11,4048,0,1,6,0,0,17,2,0,0,31,279,216,228
wheat_walter,1,7000,12,4038,0,1,7,0,0,16,2,0,0,32,280,222,229
wheat_walter,1,7000,13,4102,0,1,6,0,0,17,2,0,0,33,281,228,230
wheat_walter,1,7000,14,4168,0,1,5,0,0,18,2,0,0,33,282,233,231
wheat_walter,1,7000,15,4674,0,1,3,0,0,20,2,0,0,34,283,240,232
wheat_walter,1,7000,16,4746,0,1,6,0,0,17,2,0,0,35,284,247,233
wheat_walter,1,7000,17,4736,0,1,7,0,0,16,2,0,0,36,284,254,234
wheat_walter,1,7000,18,4808,0,1,6,0,0,17,2,0,0,37,285,260,234
wheat_walter,1,7000,19,4882,0,1,5,0,0,18,2,0,0,38,286,266,235
wheat_walter,1,7000,20,5460,0,1,3,0,0,20,2,0,0,38,287,272,236
wheat_walter,1,7000,21,5547,0,1,6,0,0,17,2,0,0,39,288,279,237
wheat_walter,1,7000,22,5537,0,1,7,0,0,15,3,0,0,40,288,285,239
wheat_walter,1,7000,23,5619,0,1,6,0,0,16,3,0,0,41,289,291,241
wheat_walter,1,7000,24,5703,0,1,5,0,0,17,3,0,0,42,290,297,242
wheat_walter,1,7000,25,6361,0,1,3,0,0,19,3,0,0,43,291,304,243
wheat_walter,1,7000,26,6462,0,1,6,0,0,16,3,0,0,44,291,311,244
wheat_walter,1,7000,27,6462,0,1,6,0,0,18,1,0,0,45,292,317,245
wheat_walter,1,7000,28,6732,0,1,1,0,0,23,1,0,0,46,293,323,246
wheat_walter,1,7000,29,7146,0,1,0,0,0,25,0,0,0,46,293,329,247
wheat_walter,1,7001,0,2890,0,1,3,0,0,22,0,0,0,26,256,169,206
wheat_walter,1,7001,1,2860,0,1,6,0,0,19,0,0,0,27,262,175,212
wheat_walter,1,7001,2,2840,0,1,7,0,0,16,2,0,0,27,266,179,215
wheat_walter,1,7001,3,2894,0,1,6,0,0,17,2,0,0,28,268,183,218
wheat_walter,1,7001,4,2950,0,1,5,0,0,18,2,0,0,29,270,186,220
wheat_walter,1,7001,5,3370,0,1,3,0,0,20,2,0,0,27,272,189,221
wheat_walter,1,7001,6,3424,0,1,6,0,0,17,2,0,0,28,273,195,223
wheat_walter,1,7001,7,3414,0,1,7,0,0,16,2,0,0,29,274,203,224
wheat_walter,1,7001,8,3474,0,1,6,0,0,17,2,0,0,30,275,209,225
wheat_walter,1,7001,9,3534,0,1,5,0,0,18,2,0,0,31,276,215,228
wheat_walter,1,7001,10,3988,0,1,3,0,0,20,2,0,0,30,277,221,232
wheat_walter,1,7001,11,4048,0,1,6,0,0,17,2,0,0,31,279,227,235
wheat_walter,1,7001,12,4038,0,1,7,0,0,16,2,0,0,32,280,232,237
wheat_walter,1,7001,13,4102,0,1,6,0,0,17,2,0,0,33,281,237,239
wheat_walter,1,7001,14,4168,0,1,5,0,0,18,2,0,0,33,282,242,240
wheat_walter,1,7001,15,4674,0,1,3,0,0,20,2,0,0,34,283,248,241
wheat_walter,1,7001,16,4746,0,1,6,0,0,17,2,0,0,35,284,254,242
wheat_walter,1,7001,17,4736,0,1,7,0,0,16,2,0,0,36,284,261,243
wheat_walter,1,7001,18,4808,0,1,6,0,0,17,2,0,0,37,285,268,244
wheat_walter,1,7001,19,4882,0,1,5,0,0,18,2,0,0,38,286,275,245
wheat_walter,1,7001,20,5460,0,1,3,0,0,20,2,0,0,38,287,283,246
wheat_walter,1,7001,21,5547,0,1,6,0,0,17,2,0,0,39,288,290,246
wheat_walter,1,7001,22,5537,0,1,7,0,0,16,2,0,0,40,288,298,247
wheat_walter,1,7001,23,5619,0,1,6,0,0,16,3,0,0,41,289,305,248
wheat_walter,1,7001,24,5703,0,1,5,0,0,17,3,0,0,42,290,311,248
wheat_walter,1,7001,25,6361,0,1,3,0,0,19,3,0,0,43,291,318,249
wheat_walter,1,7001,26,6462,0,1,6,0,0,16,3,0,0,44,291,324,250
wheat_walter,1,7001,27,6462,0,1,6,0,0,17,2,0,0,45,292,330,250
wheat_walter,1,7001,28,6732,0,1,1,0,0,22,2,0,0,46,293,335,251
wheat_walter,1,7001,29,7146,0,1,0,0,0,25,0,0,0,46,293,341,251
wheat_walter,1,7002,0,2890,0,1,3,0,0,22,0,0,0,26,256,169,206
wheat_walter,1,7002,1,2860,0,1,6,0,0,19,0,0,0,27,262,175,212
wheat_walter,1,7002,2,2840,0,1,7,0,0,17,1,0,0,27,266,179,215
wheat_walter,1,7002,3,2894,0,1,6,0,0,18,1,0,0,28,268,183,218
wheat_walter,1,7002,4,2950,0,1,5,0,0,19,1,0,0,29,270,186,220
wheat_walter,1,7002,5,3370,0,1,3,0,0,21,1,0,0,27,272,189,221
wheat_walter,1,7002,6,3424,0,1,6,0,0,18,1,0,0,29,273,195,223
wheat_walter,1,7002,7,3414,0,1,7,0,0,17,1,0,0,30,274,203,224
wheat_walter,1,7002,8,3476,0,1,6,0,0,18,1,0,0,31,275,209,225
wheat_walter,1,7002,9,3540,0,1,5,0,0,18,2,0,0,32,276,217,226
wheat_walter,1,7002,10,4031,0,1,3,0,0,20,2,0,0,33,277,226,227
wheat_walter,1,7002,11,4100,0,1,6,0,0,17,2,0,0,34,279,235,228
wheat_walter,1,7002,12,4090,0,1,7,0,0,16,2,0,0,35,280,242,229
wheat_walter,1,7002,13,4162,0,1,6,0,0,17,2,0,0,36,281,249,230
wheat_walter,1,7002,14,4234,0,1,5,0,0,18,2,0,0,37,282,256,231
wheat_walter,1,7002,15,4796,0,1,3,0,0,20,2,0,0,37,283,262,232
wheat_walter,1,7002,16,4880,0,1,6,0,0,17,2,0,0,38,284,268,233
wheat_walter,1,7002,17,4870,0,1,7,0,0,16,2,0,0,39,284,273,234
wheat_walter,1,7002,18,4950,0,1,6,0,0,17,2,0,0,40,285,279,235
wheat_walter,1,7002,19,5032,0,1,5,0,0,18,2,0,0,41,286,284,237
wheat_walter,1,7002,20,5658,0,1,3,0,0,20,2,0,0,41,287,289,239
wheat_walter,1,7002,21,5754,0,1,6,0,0,17,2,0,0,42,288,295,241
wheat_walter,1,7002,22,5744,0,1,7,0,0,15,3,0,0,43,288,300,242
wheat_walter,1,7002,23,5832,0,1,6,0,0,16,3,0,0,44,289,305,243
wheat_walter,1,7002,24,5922,0,1,5,0,0,17,3,0,0,45,290,311,244
wheat_walter,1,7002,25,6622,0,1,3,0,0,19,3,0,0,46,291,318,245
wheat_walter,1,7002,26,6730,0,1,6,0,0,15,4,0,0,47,291,324,246
wheat_walter,1,7002,27,6730,0,1,6,0,0,16,3,0,0,47,292,330,247
wheat_walter,1,7002,28,7018,0,1,1,0,0,21,3,0,0,48,293,335,248
wheat_walter,1,7002,29,7455,0,1,0,0,0,25,0,0,0,49,293,341,248
rotation_rosa,2,7000,0,2413,4,1,15,0,0,10,0,0,0,26,256,169,206
rotation_rosa,2,7000,1,2366,4,1,25,0,0,0,0,0,0,27,262,175,212
rotation_rosa,2,7000,2,2359,4,1,25,0,0,0,0,0,0,27,266,179,215
rotation_rosa,2,7000,3,2352,4,1,25,0,0,0,0,0,0,28,268,187,218
rotation_rosa,2,7000,4,2556,4,1,25,0,0,0,0,0,0,28,270,197,220
rotation_rosa,2,7000,5,3212,4,1,5,0,0,4,16,0,0,23,272,204,221
rotation_rosa,2,7000,6,3175,4,1,14,0,0,3,8,0,0,23,273,211,223
rotation_rosa,2,7000,7,3263,4,1,18,0,0,1,6,0,0,24,274,216,224
rotation_rosa,2,7000,8,3206,4,1,22,0,0,3,0,0,0,27,275,221,225
rotation_rosa,2,7000,9,3453,4,1,21,0,0,1,3,0,0,29,276,226,226
rotation_rosa,2,7000,10,4088,4,1,15,0,0,7,3,0,0,27,277,231,227
rotation_rosa,2,7000,11,4583,4,1,20,0,0,2,3,0,0,26,279,236,228
rotation_rosa,2,7000,12,4776,4,1,21,0,0,0,4,0,0,29,280,241,229
rotation_rosa,2,7000,13,4965,4,1,20,0,0,3,2,0,0,30,281,246,230
rotation_rosa,2,7000,14,5440,4,1,18,0,0,2,5,0,0,32,282,250,231
rotation_rosa,2,7000,15,6214,4,1,7,0,0,8,10,0,0,32,283,254,233
rotation_rosa,2,7000,16,6702,4,1,14,0,0,1,10,0,0,33,284,258,236
rotation_rosa,2,7000,17,7057,4,1,13,0,0,4,8,0,0,34,284,262,238
rotation_rosa,2,7000,18,7187,4,1,17,0,0,3,5,0,0,35,285,265,239
rotation_rosa,2,7000,19,7312,4,1,18,0,0,2,5,0,0,36,286,269,241
rotation_rosa,2,7000,20,8175,4,1,10,0,0,8,7,0,0,36,287,273,242
rotation_rosa,2,7000,21,8395,4,1,18,0,0,2,5,0,0,37,288,279,243
rotation_rosa,2,7000,22,8716,4,1,21,0,0,1,3,0,0,38,288,285,244
rotation_rosa,2,7000,23,9055,4,1,23,0,0,2,0,0,0,39,289,291,245
rotation_rosa,2,7000,24,9410,4,1,22,0,0,1,2,0,0,40,290,297,246
rotation_rosa,2,7000,25,10226,4,1,14,0,0,7,4,0,0,40,291,304,247
rotation_rosa,2,7000,26,11135,4,1,13,0,0,8,4,0,0,41,291,311,247
rotation_rosa,2,7000,27,11800,4,1,10,0,0,15,0,0,0,42,292,317,248
rotation_rosa,2,7000,28,12143,4,1,8,0,0,17,0,0,0,43,293,323,249
rotation_rosa,2,7000,29,12322,4,1,3,0,0,21,1,0,0,44,293,329,249
rotation_rosa,2,7001,0,2413,4,1,15,0,0,10,0,0,0,26,256,169,206
rotation_rosa,2,7001,1,2366,4,1,25,0,0,0,0,0,0,27,262,175,212
rotation_rosa,2,7001,2,2359,4,1,25,0,0,0,0,0,0,27,266,179,215
rotation_rosa,2,7001,3,2352,4,1,25,0,0,0,0,0,0,28,268,187,218
rotation_rosa,2,7001,4,2556,4,1,25,0,0,0,0,0,0,28,270,197,220
rotation_rosa,2,7001,5,3212,4,1,5,0,0,4,16,0,0,23,272,204,221
rotation_rosa,2,7001,6,3175,4,1,14,0,0,3,8,0,0,23,273,211,223
rotation_rosa,2,7001,7,3276,4,1,18,0,0,1,6,0,0,23,274,216,224
rotation_rosa,2,7001,8,3219,4,1,22,0,0,3,0,0,0,23,275,221,225
rotation_rosa,2,7001,9,3513,4,1,21,0,0,1,3,0,0,23,276,226,228
rotation_rosa,2,7001,10,4033,4,1,15,0,0,7,3,0,0,22,277,231,232
rotation_rosa,2,7001,11,4446,4,1,20,0,0,2,3,0,0,22,279,236,235
rotation_rosa,2,7001,12,4595,4,1,21,0,0,0,4,0,0,22,280,242,237
rotation_rosa,2,7001,13,4724,4,1,20,0,0,3,2,0,0,22,281,249,239
rotation_rosa,2,7001,14,5163,4,1,18,0,0,2,5,0,0,22,282,256,240
rotation_rosa,2,7001,15,5735,4,1,7,0,0,8,10,0,0,22,283,262,241
rotation_rosa,2,7001,16,6136,4,1,14,0,0,1,10,0,0,22,284,268,242
rotation_rosa,2,7001,17,6444,4,1,13,0,0,4,8,0,0,22,284,273,243
rotation_rosa,2,7001,18,6528,4,1,17,0,0,3,5,0,0,23,285,279,244
rotation_rosa,2,7001,19,6657,4,1,18,0,0,2,5,0,0,28,286,284,245
rotation_rosa,2,7001,20,7332,4,1,10,0,0,8,7,0,0,28,287,289,246
rotation_rosa,2,7001,21,7528,4,1,18,0,0,2,5,0,0,31,288,295,246
rotation_rosa,2,7001,22,7783,4,1,21,0,0,1,3,0,0,32,288,300,247
rotation_rosa,2,7001,23,8062,4,1,23,0,0,2,0,0,0,34,289,305,248
rotation_rosa,2,7001,24,8405,4,1,22,0,0,1,2,0,0,35,290,311,248
rotation_rosa,2,7001,25,9140,4,1,14,0,0,7,4,0,0,36,291,318,249
rotation_rosa,2,7001,26,9994,4,1,13,0,0,8,4,0,0,37,291,324,250
rotation_rosa,2,7001,27,10623,4,1,10,0,0,15,0,0,0,38,292,330,250
rotation_rosa,2,7001,28,10958,4,1,8,0,0,17,0,0,0,39,293,335,251
rotation_rosa,2,7001,29,11141,4,1,3,0,0,21,1,0,0,41,293,341,251
rotation_rosa,2,7002,0,2413,4,1,15,0,0,10,0,0,0,26,256,169,206
rotation_rosa,2,7002,1,2366,4,1,25,0,0,0,0,0,0,27,262,175,212
rotation_rosa,2,7002,2,2359,4,1,25,0,0,0,0,0,0,27,266,179,215
rotation_rosa,2,7002,3,2352,4,1,25,0,0,0,0,0,0,28,268,183,218
rotation_rosa,2,7002,4,2562,4,1,25,0,0,0,0,0,0,29,270,186,220
rotation_rosa,2,7002,5,3290,4,1,5,0,0,4,16,0,0,24,272,189,221
rotation_rosa,2,7002,6,3253,4,1,14,0,0,3,8,0,0,28,273,191,223
rotation_rosa,2,7002,7,3360,4,1,18,0,0,1,6,0,0,30,274,194,224
rotation_rosa,2,7002,8,3303,4,1,22,0,0,3,0,0,0,31,275,196,225
rotation_rosa,2,7002,9,3597,4,1,21,0,0,1,3,0,0,32,276,201,226
rotation_rosa,2,7002,10,4351,4,1,15,0,0,7,3,0,0,32,277,208,227
rotation_rosa,2,7002,11,4967,4,1,20,0,0,2,3,0,0,32,279,216,228
rotation_rosa,2,7002,12,5204,4,1,21,0,0,0,4,0,0,33,280,222,229
rotation_rosa,2,7002,13,5429,4,1,20,0,0,3,2,0,0,34,281,228,230
rotation_rosa,2,7002,14,5938,4,1,18,0,0,2,5,0,0,36,282,233,231
rotation_rosa,2,7002,15,6808,4,1,7,0,0,8,10,0,0,36,283,238,232
rotation_rosa,2,7002,16,7349,4,1,14,0,0,1,10,0,0,37,284,243,233
rotation_rosa,2,7002,17,7738,4,1,13,0,0,4,8,0,0,38,284,247,234
rotation_rosa,2,7002,18,7888,4,1,17,0,0,3,5,0,0,39,285,253,234
rotation_rosa,2,7002,19,8020,4,1,18,0,0,2,5,0,0,40,286,259,235
rotation_rosa,2,7002,20,8984,4,1,10,0,0,8,7,0,0,40,287,266,236
rotation_rosa,2,7002,21,9220,4,1,18,0,0,2,5,0,0,41,288,274,237
rotation_rosa,2,7002,22,9587,4,1,21,0,0,1,3,0,0,42,288,282,238
rotation_rosa,2,7002,23,9974,4,1,23,0,0,2,0,0,0,43,289,290,239
rotation_rosa,2,7002,24,10345,4,1,22,0,0,1,2,0,0,43,290,297,240
rotation_rosa,2,7002,25,11239,4,1,14,0,0,7,4,0,0,44,291,304,241
rotation_rosa,2,7002,26,12215,4,1,13,0,0,8,4,0,0,45,291,311,243
rotation_rosa,2,7002,27,12934,4,1,10,0,0,15,0,0,0,45,292,317,244
rotation_rosa,2,7002,28,13301,4,1,8,0,0,17,0,0,0,46,293,323,245
rotation_rosa,2,7002,29,13489,4,1,3,0,0,21,1,0,0,47,293,329,246
homestead_hana,3,7000,0,913,4,2,14,0,0,36,0,0,0,26,256,169,206
homestead_hana,3,7000,1,686,4,2,25,0,0,24,1,0,0,27,262,175,212
homestead_hana,3,7000,2,659,4,2,25,0,0,23,2,0,0,27,266,179,215
homestead_hana,3,7000,3,652,4,2,25,0,0,23,2,0,0,28,268,183,218
homestead_hana,3,7000,4,592,8,2,13,0,0,11,26,0,0,28,270,186,220
homestead_hana,3,7000,5,428,8,2,30,0,0,1,19,0,0,28,272,189,221
homestead_hana,3,7000,6,344,8,2,35,0,0,0,15,0,0,29,273,191,223
homestead_hana,3,7000,7,290,8,2,37,0,0,2,11,0,0,30,274,194,224
homestead_hana,3,7000,8,536,8,2,18,0,0,5,27,0,0,31,275,196,225
homestead_hana,3,7000,9,1507,8,2,18,0,0,4,28,0,0,27,276,198,226
homestead_hana,3,7000,10,1515,8,2,30,0,0,2,18,0,0,29,277,201,227
homestead_hana,3,7000,11,1419,8,2,34,0,0,3,13,0,0,30,279,204,228
homestead_hana,3,7000,12,2235,8,2,26,0,0,9,15,0,0,31,280,210,229
homestead_hana,3,7000,13,2823,8,2,25,0,0,9,16,0,0,32,281,217,230
homestead_hana,3,7000,14,4099,8,2,25,0,0,7,18,0,0,31,282,223,231
homestead_hana,3,7000,15,4477,8,2,33,0,0,1,16,0,0,32,283,231,232
homestead_hana,3,7000,16,5122,8,2,26,0,0,4,20,0,0,34,284,239,233
homestead_hana,3,7000,17,6170,8,2,22,0,0,3,25,0,0,35,284,246,234
homestead_hana,3,7000,18,7188,8,2,21,0,0,3,26,0,0,36,285,254,234
homestead_hana,3,7000,19,7775,8,2,25,0,0,4,21,0,0,36,286,262,235
homestead_hana,3,7000,20,8115,8,2,31,0,0,4,15,0,0,37,287,271,236
homestead_hana,3,7000,21,9252,8,2,24,0,0,8,18,0,0,38,288,279,237
homestead_hana,3,7000,22,10101,8,2,27,0,0,5,18,0,0,39,288,287,238
homestead_hana,3,7000,23,10990,8,2,29,0,0,4,17,0,0,40,289,295,239
homestead_hana,3,7000,24,11678,8,2,31,0,0,4,15,0,0,41,290,302,240
homestead_hana,3,7000,25,12879,8,2,24,0,0,10,16,0,0,42,291,309,241
homestead_hana,3,7000,26,13749,8,2,28,0,0,3,19,0,0,43,291,315,243
homestead_hana,3,7000,27,14998,8,2,19,0,0,20,11,0,0,43,292,321,244
homestead_hana,3,7000,28,15960,8,2,4,0,0,44,2,0,0,44,293,327,245
homestead_hana,3,7000,29,17013,8,2,0,0,0,50,0,0,0,45,293,333,246
homestead_hana,3,7001,0,913,4,2,14,0,0,36,0,0,0,26,256,169,206
homestead_hana,3,7001,1,686,4,2,25,0,0,24,1,0,0,27,262,175,212
homestead_hana,3,7001,2,679,4,2,25,0,0,22,3,0,0,27,266,179,215
homestead_hana,3,7001,3,672,4,2,25,0,0,22,3,0,0,28,268,183,223
homestead_hana,3,7001,4,590,8,2,13,0,0,10,27,0,0,28,270,186,229
homestead_hana,3,7001,5,466,8,2,30,0,0,0,20,0,0,28,272,189,232
homestead_hana,3,7001,6,412,8,2,34,0,0,0,16,0,0,29,273,191,235
homestead_hana,3,7001,7,228,8,2,35,0,0,6,9,0,0,30,274,194,236
homestead_hana,3,7001,8,693,8,2,17,0,0,13,20,0,0,31,275,196,238
homestead_hana,3,7001,9,1490,8,2,18,0,0,10,22,0,0,27,276,201,239
homestead_hana,3,7001,10,1468,8,2,34,0,0,2,14,0,0,29,277,208,241
homestead_hana,3,7001,11,1274,8,2,36,0,0,5,9,0,0,30,279,216,242
homestead_hana,3,7001,12,1573,8,2,24,0,0,9,17,0,0,32,280,222,243
homestead_hana,3,7001,13,2132,8,2,18,0,0,12,20,0,0,33,281,228,244
homestead_hana,3,7001,14,3255,8,2,16,0,0,14,20,0,0,33,282,233,244
homestead_hana,3,7001,15,3529,8,2,32,0,0,1,17,0,0,34,283,238,245
homestead_hana,3,7001,16,3978,8,2,28,0,0,2,20,0,0,35,284,243,246
homestead_hana,3,7001,17,4564,8,2,23,0,0,4,23,0,0,36,284,247,246
homestead_hana,3,7001,18,5332,8,2,20,0,0,5,25,0,0,37,285,253,247
